WORD	NON_ESSENTIAL	Not
Acts on guanine, xanthine and to a lesser extent hypoxanthine (By similarity)	12	1
Alkylated DNA repair protein	12	1
Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA (By similarity)	12	1
inner membrane protein YghB	12	1
Oligopeptidase b	12	1
hydrogenase assembly chaperone	12	1
nicotinate phosphoribosyltransferase	12	1
Role in flagellar biosynthesis (By similarity)	12	1
L-ascorbate 6-phosphate lactonase	12	1
Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate (By similarity)	12	1
SpoVR family	12	1
UPF0047 protein yjbQ	12	1
Inner membrane protein yidG	12	1
Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate. Together with AnmK, is also required for the utilization of anhydro-N-acetylmuramic acid (anhMurNAc) either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling (By similarity)	12	1
Dipeptide transport system permease protein	12	1
synthase component I	12	1
Biopolymer transport protein exbB	12	1
dehydrogenase, subunit A	12	1
May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO (By similarity)	12	1
Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs (By similarity)	12	1
stringent starvation protein b	12	1
solute symporter	12	1
UPF0235 protein	12	1
Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP) (By similarity)	12	1
Uptake of L-rhamnose across the boundary membrane with the concomitant transport of protons into the cell (symport system) (By similarity)	12	1
UPF0061 protein	12	1
Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate (By similarity)	12	1
RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs (By similarity)	12	1
Transcriptional regulator, ModE	12	1
Bifunctional chorismate mutase prephenate dehydrogenase	12	1
hemolysin III	12	1
YaeQ family	12	1
Protein of unknown function (DUF2500)	12	1
TDP-4-oxo-6-deoxy-D-glucose transaminase	12	1
Membrane-bound lytic Murein transglycosylase A	12	1
Dna-3-methyladenine glycosylase i	12	1
Bifunctional enzyme which can phosphorylate or dephosphorylate isocitrate dehydrogenase (IDH) on a specific serine residue. This is a regulatory mechanism which enables bacteria to bypass the Krebs cycle via the glyoxylate shunt in response to the source of carbon. When bacteria are grown on glucose, IDH is fully active and unphosphorylated, but when grown on acetate or ethanol, the activity of IDH declines drastically concomitant with its phosphorylation (By similarity)	12	1
Catalyzes the synthesis of Und-PP-GlcNAc-ManNAcA (Lipid II), the second lipid-linked intermediate involved in ECA synthesis (By similarity)	12	1
Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12 (By similarity)	12	1
sensory transduction regulator	12	1
Putative invasin	12	1
Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S (By similarity)	12	1
fumarate reductase iron-sulfur	12	1
Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1) (By similarity)	12	1
HAD superfamily (Subfamily IF) hydrolase, YfhB	12	1
molybdenum cofactor biosynthesis protein	12	1
Stationary phase inducible protein CsiE	12	1
Peptidoglycan-associated lipoprotein	12	1
type III effector	12	1
this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis (By similarity)	12	1
Exodeoxyribonuclease I	12	1
Thiosulfate transporter subunit	12	1
VWA domain protein interacting with AAA ATPase	12	1
Formate hydrogenlyase regulatory protein hycA	12	1
transcriptional regulator TyrR	12	1
Inner membrane protein YeeA	12	1
overproduction of this protein in Escherichia coli inhibits the F plasmid-mediated exclusion of bacteriophage T7	12	1
Flagellar assembly protein	12	1
Joins Ado-cobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin) (By similarity)	12	0
Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Binds vitamin B12 and delivers it to the periplasmic surface of BtuC (By similarity)	12	0
DNA-binding transcriptional repressor FabR	12	0
Inner membrane ABC transporter permease protein YehY	12	0
Isoaspartyl dipeptidase	12	0
Ethanolamine utilization cobalamin adenosyltransferase	12	0
L-fuculokinase	12	0
Glycosyl Hydrolase Family 88	12	0
aconitate hydratase	12	0
Transporting ATPase	12	0
Involved in the efflux of sugars. The physiological role may be the reduction of the intracellular concentration of toxic sugars or sugar metabolites (By similarity)	12	0
small subunit of hydrogenase-3, iron-sulfur protein (part of formate hydrogenlyase (FHL) complex)	12	0
Pfam:DUF1006	12	0
oxidase) subunit I	12	0
synthetase	12	0
ATP-dependent RNA helicase DbpA	12	0
Endonuclease Exonuclease phosphatase	12	0
Carbohydrate diacid transcriptional activator CdaR	12	0
Catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction (By similarity)	12	0
tRNA pseudouridine synthase C	12	0
Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP (By similarity)	12	0
This enzyme scavenge exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis (By similarity)	12	0
Catalyzes a proton abstraction reaction that results in 2,5-elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6- hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC). Is also able to catalyze the hydrolysis of the thioester bond in palmitoyl-CoA in vitro (By similarity)	12	0
PhoH family	12	0
Ethanolamine utilization protein eutQ	12	0
D-alanyl-D-alanine endopeptidase	12	0
Flagellar biosynthesis protein flha	12	0
Part of the ABC transporter complex NikABCDE involved in nickel import. Responsible for energy coupling to the transport system (By similarity)	12	0
Deoxyribonuclease	12	0
Inner membrane protein YidH	12	0
DNA mismatch endonuclease	12	0
Key enzyme in heme biosynthesis. Catalyzes the oxidative decarboxylation of propionic acid side chains of rings A and B of coproporphyrinogen III (By similarity)	12	0
ribulokinase	12	0
Trehalose-6-phosphate phosphatase	12	0
UPF0267 protein	12	0
L-asparagine permease	12	0
membrane protein AbrB duplication	12	0
phosphoribosylaminoimidazole synthetase	12	0
NAD-dependent malic enzyme	12	0
Specifically methylates the guanosine in position 1516 of 16S rRNA (By similarity)	12	0
hybrid sensory kinase in two-component regulatory system with RcsB and YojN	12	0
displays overlapping activities with DnaJ, but functions under different conditions, probably acting as a molecular chaperone in an adaptive response to environmental stresses other than heat shock. Lacks autonomous chaperone activity	12	0
Ethanolamine utilization protein EutE	12	0
Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates (By similarity)	12	0
DNA-binding response regulator CreB	12	0
Uncharacterized protein yjcO	12	0
Catalyzes the transfer of the L-Ara4N moiety of the glycolipid undecaprenyl phosphate-alpha-L-Ara4N to lipid A. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides (By similarity)	12	0
UPF0052 protein	12	0
UPF0135 protein	12	0
sensory histidine kinase CreC	12	0
Heavy metal efflux pump, CzcA	12	0
Phosphonate metabolism	12	0
polyA polymerase	12	0
dedD protein	12	0
Glutamine phosphoribosylpyrophosphate amidotransferase	12	0
UPF0066 protein yaeB	12	0
FliG is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity)	12	0
glutathione-regulated potassium-efflux system protein	11	15
pathway protein e	11	10
Part of the ABC transporter complex LsrABCD involved in autoinducer 2 (AI-2) import. Probably responsible for the translocation of the substrate across the membrane	11	9
transferase	11	8
HTH_ARAC	11	8
(citrate (pro-3S)-lyase ligase)	11	8
Sugar phosphatase supH	11	7
NLP P60 protein	11	7
YdiO, YdiQ, YdiR, YdiS, and YdiT may play a role in electron transport between the anaerobic fatty acid oxidation pathway and the respiratory chain	11	7
Escherichia coli IMT2125 genomic chromosome, IMT2125	11	7
ATP-binding component of a transport system	11	6
side tail fiber protein homolog from lambdoid prophage	11	6
Amidohydrolase family	11	6
nucleoside	11	5
decarboxylase, beta	11	5
Transforms N(2)-succinylglutamate into succinate and glutamate (By similarity)	11	4
Cytochrome c-type biogenesis protein ccmF	11	4
cytosine-specific methyltransferase	11	4
Xylose Isomerase	11	4
Cytosine permease	11	4
Catalyzes the hydrolysis of N(2)-succinylarginine into N(2)-succinylornithine, ammonia and CO(2) (By similarity)	11	4
D-ribose transporter subunit RbsB	11	4
serine (threonine) protein kinase	11	4
flagellar motor protein MotA	11	4
transfer protein	11	4
Phage Tail Tape Measure Protein	11	3
hydratase	11	3
The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)	11	3
Phosphoglycerol transferase I	11	3
Cytochrome C biogenesis protein	11	3
accessory protein	11	3
ethanolamine ammonia-lyase	11	3
Anthranilate synthase component II	11	3
UPF0380 protein	11	3
Molecular chaperone that interacts specifically with outer membrane proteins, thus maintaining the solubility of early folding intermediates during passage through the periplasm (By similarity)	11	2
Reduction of activated sulfate into sulfite (By similarity)	11	2
Specifically methylates the cytosine at position 1407 (m5C1407) of 16S rRNA (By similarity)	11	2
Magnesium and cobalt transport protein	11	2
Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatE shares overlapping functions with TatA (By similarity)	11	2
nucleoside-specific channel-forming protein	11	2
Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl- L-methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway (By similarity)	11	2
Phosphoribosylglycinamide synthetase	11	2
Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine (By similarity)	11	2
Involved in copper homeostasis (By similarity)	11	2
ADP-ribose diphosphatase NudE	11	2
Plays an important role in the de novo pathway of purine nucleotide biosynthesis	11	2
GAF domain-containing protein	11	2
hydrogenase 3 maturation protease	11	2
UPF0149 protein	11	2
SPFH domain, Band 7 family protein	11	2
asparagine synthetase A	11	2
Citrulline--aspartate ligase	11	2
Pfam:SBP_bac_9	11	2
Regulatory DnaK co-chaperone. Direct interaction between DnaK and DjlA is needed for the induction of the wcaABCDE operon, involved in the synthesis of a colanic acid polysaccharide capsule, possibly through activation of the RcsB RcsC phosphotransfer signaling pathway. The colanic acid capsule may help the bacterium survive conditions outside the host (By similarity)	11	2
Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC) (By similarity)	11	2
class B acid phosphatase	11	2
Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3' to 5' direction (By similarity)	11	2
rare lipoprotein a	11	2
Homoserine dehydrogenase	11	2
Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A) (By similarity)	11	2
Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin (By similarity)	11	2
Xre family transcriptional regulator	11	2
alpha helical protein	11	2
UPF0761 membrane protein	11	2
SprT protein	11	2
surface antigen	11	2
Pectinesterase	11	2
Modulates the activity of the EnvZ OmpR two-component regulatory system, probably by directly modulating EnvZ enzymatic activity and increasing stability of phosphorylated OmpR (By similarity)	11	2
HflK protein	11	2
Catalyzes the cleavage of N-acetylneuraminic acid (sialic acid) to form pyruvate and N-acetylmannosamine via a Schiff base intermediate (By similarity)	11	2
peptide transport system, permease	11	2
inner membrane protein YaiY	11	2
Involved in iron-sulfur cluster biogenesis. Binds a 4Fe- 4S cluster, can transfer this cluster to apoproteins, and thereby intervenes in the maturation of Fe S proteins. Could also act as a scaffold chaperone for damaged Fe S proteins (By similarity)	11	2
Proton-coupled chloride transporter. Functions as antiport system and exchanges two chloride ions for 1 proton. Probably acts as an electrical shunt for an outwardly-directed proton pump that is linked to amino acid decarboxylation, as part of the extreme acid resistance (XAR) response (By similarity)	11	2
YfeABCD locus regulator	11	2
Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair (By similarity)	11	2
PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA	11	2
The exact function is not known. Can catalyze the reduction of a variety of substrates like dimethyl sulfoxide, trimethylamine N-oxide, phenylmethyl sulfoxide and L-methionine sulfoxide. Cannot reduce cyclic N-oxides. Shows no activity as sulfite oxidase (By similarity)	11	2
Inner membrane protein YfeZ	11	2
Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides (By similarity)	11	2
Catalyzes the synthesis of activated sulfate (By similarity)	11	2
glutaredoxin 3	11	2
Transcriptional repressor of the nan operon that encodes proteins involved in sialic acid utilization (By similarity)	11	2
NADH dehydrogenase subunit J	11	2
Glutamate and aspartate transporter subunit	11	2
NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34 (By similarity)	11	2
Stringent starvation protein a	11	2
ATP-dependent helicase hrpA	11	2
membrane protein DamX	11	2
exodeoxyribonuclease v gamma	11	2
One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions. The C subunit may be involved in assembly of the KDP complex (By similarity)	11	2
Involved in allosteric regulation of aspartate carbamoyltransferase (By similarity)	11	2
Phosphocarrier protein Hpr	11	2
Cystine transporter subunit	11	2
FR47-like protein	11	2
Sensor protein basS pmrB	11	2
Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine (By similarity)	11	2
pyrroline-5-carboxylate reductase	11	2
(EAL) domain-containing protein	11	2
biosynthesis protein thiH	11	2
Phosphoribosyl-amp cyclohydrolase	11	2
bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase 3'-nucleotidase periplasmic	11	2
Transcriptional activator rfaH	11	2
Protein of unknown function, DUF484	11	2
Inner membrane protein ybiR	11	2
functions in a salvage pathway. Uses pyridoxamine (By similarity)	11	2
NADH dehydrogenase subunit E	11	2
conserved outer membrane protein	11	2
alkyl hydroperoxide reductase subunit C (EC 1.11.1.15)	11	2
benzoate	11	2
Participates in cysteine desulfuration mediated by SufS. Cysteine desulfuration mobilizes sulfur from L-cysteine to yield L-alanine and constitutes an essential step in sulfur metabolism for biosynthesis of a variety of sulfur-containing biomolecules. Functions as a sulfur acceptor for SufS, by mediating the direct transfer of the sulfur atom from the S-sulfanylcysteine of SufS, an intermediate product of cysteine desulfuration process (By similarity)	11	2
Required for optimal enterobactin synthesis. Acts as a proofreading enzyme that prevents EntB misacylation by hydrolyzing the thioester bound existing between EntB and wrongly charged molecules (By similarity)	11	2
gtp-binding protein typa	11	2
Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides (By similarity)	11	2
Threonine and homoserine efflux	11	2
Signal transduction histidine kinase, nitrogen specific	11	2
electron transport protein hydN	11	2
Protein of unknown function (DUF2526)	11	2
fumarate hydratase Class II	11	2
phosphocarrier protein	11	2
DNA-binding transcriptional regulator HexR	11	2
Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR) (By similarity)	11	2
Trans-acting protein required for termination of DNA replication. Binds to DNA replication terminator sequences (terA to terF) to prevent the passage of replication forks. The termination efficiency will be affected by the affinity of this protein for the terminator sequence (By similarity)	11	2
Nucleoside diphosphate kinase	11	2
udp-glucose 4-epimerase	11	2
Inhibits the supercoiling activity of DNA gyrase. Acts by inhibiting DNA gyrase at an early step, prior to (or at the step of) binding of DNA by the gyrase. It protects cells against toxins that target DNA gyrase, by inhibiting activity of these toxins and reducing the formation of lethal double-strand breaks in the cell (By similarity)	11	2
Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD) (By similarity)	11	2
DNA-binding transcriptional regulator SoxS	11	2
Sulfate ABC transporter periplasmic sulfate-binding protein	11	2
phosphohistidine phosphatase	11	2
Di-iron-containing protein involved in the repair of iron-sulfur clusters damaged by oxidative and nitrosative stress conditions (By similarity)	11	2
DJ-1 family	11	2
Rhodanese domain protein	11	2
metal-binding, possibly nucleic acid-binding protein	11	2
cell division protein MraZ	11	2
Murein-degrading enzyme. May play a role in recycling of muropeptides during cell elongation and or cell division	11	2
SoxR reducing system protein RseC	11	2
Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle (By similarity)	11	2
Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE. Acts before DnaK, in the processing of protein aggregates. Protein binding stimulates the ATPase activity	11	2
Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA (By similarity)	11	2
Deacetylates O-acetyl-ADP ribose. Down-regulates ribonuclease 3 (RNase III) activity. Acts by interacting directly with the region of the ribonuclease that is required for dimerization activation (By similarity)	11	2
Uncharacterised protein family (UPF0104)	11	2
Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its highly electrophilic allylic isomer, dimethylallyl diphosphate (DMAPP) (By similarity)	11	2
acetyltransferase YdcK	11	2
Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis (By similarity)	11	2
3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)	11	2
Pyruvate formate lyase-activating enzyme 1	11	2
Pyrimidine (Deoxy)nucleoside triphosphate pyrophosphohydrolase	11	2
Beta-ketoacyl synthase, C-terminal domain	11	2
Nucleoid-associated protein	11	2
Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor (By similarity)	11	2
Oxidative deamination of D-amino acids (By similarity)	11	2
C4-dicarboxylate transporter dcuC	11	2
hydrogenase nickel incorporation protein HypB	11	2
Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration (By similarity)	11	2
High-affinity zinc uptake system membrane protein	11	2
4-alpha-glucanotransferase (EC 2.4.1.25)	11	2
Inner membrane protein YebE	11	2
YecM protein	11	2
Multidrug transporter MdtA	11	2
molybdopterin	11	2
Formyltetrahydrofolate deformylase	11	2
hflC protein	11	2
Interacts with the SecY protein in vivo. May bind preferentially to an uncomplexed state of SecY, thus functioning either as a chelating agent for excess SecY in the cell or as a regulatory factor that negatively controls the translocase function (By similarity)	11	2
Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)) (By similarity)	11	2
UPF0438 protein yifE	11	2
iii (ec 3.1.11.2)	11	2
transcription activated by CRP (cyclic AMP receptor protein), a global transcription factor involved in regulation of metabolism in enteric bacteria	11	2
UPF0260 protein	11	2
flagellar hook-associated	11	1
Plays an important role in bacterial chemotaxis signal transduction pathway by accelerating the dephosphorylation of phosphorylated CheY (CheY-P) (By similarity)	11	1
NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain	11	1
Transcriptional repressor of the nikABCDE operon. Is active in the presence of excessive concentrations of intracellular nickel (By similarity)	11	1
Phosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP to their respective diphosphate derivatives. Probably excludes non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)	11	1
Catalyzes the transfer of the 4'-phosphopantetheine moiety from coenzyme A to apo-domains of both EntB (an ArCP domain) and EntF (a PCP domain). Plays an essential role in the assembly of the enterobactin	11	1
CheA Signal Transduction Histidine Kinase	11	1
Flagella basal body P-ring formation protein flgA	11	1
YfcL protein	11	1
Inner membrane protein yedI	11	1
purine nucleoside phosphorylase DeoD-type	11	1
Prepilin peptidase dependent protein c	11	1
Protein of unknown function (DUF2498)	11	1
Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin (By similarity)	11	1
phnB protein	11	1
Probably plays an important role in intracellular peptide degradation (By similarity)	11	1
Binds zinc. Could be an important component of the zinc- balancing mechanism	11	1
Type VI secretion system	11	1
Rhamnulose kinase	11	1
Thiamine kinase	11	1
Mg chelatase subunit ChlI	11	1
Flagellar rod assembly protein muramidase FlgJ	11	1
Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate (By similarity)	11	1
baseplate J-like protein	11	1
Regulatory factor of maltose metabolism	11	1
Required for disulfide bond formation in some periplasmic proteins. Acts by oxidizing the DsbA protein (By similarity)	11	1
Aldo Keto reductase	11	1
peptide transport system permease protein	11	1
UPF0060 membrane protein	11	1
DNA-binding transcriptional activator OsmE	11	1
Inosine-guanosine kinase	11	1
Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion (By similarity)	11	1
Respiratory nitrate reductase 2 delta chain	11	1
converts alpha-aldose to the beta-anomer. It is active on D-glucose, L-arabinose, D-xylose, D-galactose, maltose and lactose (By similarity)	11	1
Band 7 protein	11	1
inner membrane protein CreD	11	1
Involved in the import of threonine and serine into the cell, with the concomitant import of a proton (symport system) (By similarity)	11	1
redox-sensitive transcriptional activator SoxR	11	1
multiple antibiotic resistance protein	11	1
Glycoprotein polysaccharide metabolism	11	1
peptide transport periplasmic protein	11	1
Putative glycosyl hydrolase of unknown function (DUF1680)	11	1
Specifically methylates the adenine in position 1618 of 23S rRNA (By similarity)	11	1
SMP-30 gluconolaconase LRE domain protein	11	1
Dicarboxylate transport	11	1
thiamine transporter membrane protein	11	1
Catalyzes the conversion of L-arabinose to L-ribulose (By similarity)	11	1
putrescine transporter	11	0
DNA-binding transcriptional regulator MelR	11	0
Hydroxyglutarate oxidase	11	0
holo-(acyl carrier protein) synthase 2	11	0
extracellular polysaccharide metabolic process	11	0
lac repressor	11	0
Hydrolyzes both purine and pyrimidine ribonucleosides with a broad-substrate specificity (By similarity)	11	0
Type III effector Hrp-dependent	11	0
Protein of unknown function (DUF1479)	11	0
Beta-lactamase-like protein	11	0
Terminase ATPase subunit	11	0
GDP-fucose synthetase	11	0
Represses biofilm formation in M9C glu and LB glu media but not in M9C and LB media. Seems to act as a global regulator of several genes involved in catabolite repression and stress response and regulation of the uptake and export of signaling pathways. Could be involved the regulation of indole as well as uptake and export of AI-2 through a cAMP-dependent pathway	11	0
UPF0174 protein YaaW	11	0
inner membrane protein YbcI	11	0
dehydratase, medium subunit	11	0
ATP cob(I)alamin adenosyltransferase	11	0
Transcriptional Regulator, MerR family	11	0
methyl-accepting chemotaxis sensory transducer with Pas Pac sensor	11	0
cytochrome b561	10	19
Tail assembly protein	10	18
Catalyzes the transfer of 4-deoxy-4-formamido-L- arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides (By similarity)	10	15
DUF218 domain	10	9
Virulence protein	10	9
Short-chain dehydrogenase reductase Sdr	10	8
The 2-keto-3-deoxygluconate permease transports the degraded pectin products into the bacterial cell, where they serve as carbon and energy sources. This is a hydrogen coupled transport system (By similarity)	10	8
glutamine synthetase	10	7
2-deoxy-d-gluconate 3-dehydrogenase	10	7
GntR family	10	6
Tail protein	10	6
Conserved carboxylase domain	10	6
Sugar (and other) transporter	10	6
Copper resistance protein	10	6
glutamine amidotransferase	10	5
Maltose transporter membrane protein	10	5
Flagellum-specific ATP synthase	10	5
YfaZ family	10	5
Inherit from proNOG: Large repetitive protein	10	5
Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes (By similarity)	10	5
amino acid ABC transporter	10	5
Ribose ABC transporter permease	10	5
hydrolase, TatD family	10	4
CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons (By similarity)	10	4
Bacterial protein of unknown function (DUF883)	10	4
Catalyzes the NAD-dependent reduction of succinylglutamate semialdehyde into succinylglutamate (By similarity)	10	4
cytochrome C-type protein	10	4
biosynthesis protein	10	4
UPF0301 protein	10	3
Colicin uptake protein TolR	10	3
The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in ascorbate transport (By similarity)	10	3
ElaA protein	10	3
YbaK prolyl-tRNA synthetase associated	10	3
cytoplasmic chaperone TorD family protein	10	3
PTS system Galactitol-specific	10	3
inner membrane protein YccF	10	3
Magnesium and cobalt efflux protein	10	3
Diacylglycerol kinase	10	3
Bifunctional PTS system fructose-specific transporter subunit IIA HPr protein	10	3
tolQ protein	10	3
sigma-e factor negative regulatory protein	10	3
Catalyzes the conversion of 5-methoxyuridine (mo5U) to uridine-5-oxyacetic acid (cmo5U) at position 34 in tRNA. May also participate in the methylation of uridine-5-oxyacetic acid (cmo5U) to uridine-5-oxyacetic acid methyl ester (mcmo5U) (By similarity)	10	3
Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress (By similarity)	10	3
glycoprotein receptor	10	3
tryptophan-specific transport protein	10	3
phage shock protein G	10	3
biofilm stress and motility protein A	10	3
Acidic protein msyB	10	3
Galactoside transport system permease protein mglC	10	3
Converts holo-ACP to apo-ACP by hydrolytic cleavage of the phosphopantetheine prosthetic group from ACP (By similarity)	10	3
Sulfate transport protein CysZ	10	3
proline glycine betaine transporter	10	3
Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine (By similarity)	10	3
