WORD	ESSENTIAL	Not
Acyltransferase	0	26
nitrogen regulatory protein PII	0	26
Aspartokinase	0	26
Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC-XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids (By similarity)	0	26
Metabolite H symporter, major facilitator superfamily (MFS)	0	26
Isochorismate synthase	0	26
dNA topoisomerase	0	26
Mammalian cell entry related domain protein	0	26
glutathione-regulated potassium-efflux system protein	0	26
Acetolactate synthase, small subunit	0	26
Formate acetyltransferase	0	26
Phosphoethanolamine transferase	0	26
Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth (By similarity)	0	26
Carbon starvation protein	0	26
Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane (By similarity)	0	26
Necessary for formate dehydrogenase activity (By similarity)	0	26
paraquat-inducible protein A	0	26
acyl-CoA thioester hydrolase	0	26
Is able to transfer iron-sulfur clusters to apo- ferredoxin. Multiple cycles of 2Fe2S cluster formation and transfer are observed, suggesting that IscA acts catalytically. Recruits intracellular free iron so as to provide iron for the assembly of transient iron-sulfur cluster in IscU in the presence of IscS, L-cysteine and the thioredoxin reductase system TrxA TrxB (By similarity)	0	26
Threonine dehydratase	0	26
peptidase U62, modulator of DNA gyrase	0	26
Nitrite extrusion protein	0	26
Cysteine desulfurase	0	26
Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate from the periplasm across the membrane (By similarity)	0	26
Na( ) H( ) antiporter that extrudes sodium in exchange for external protons (By similarity)	0	26
Fumarate hydratase (Fumerase)	0	26
nitroreductase	0	26
Catalyzes the formation of a hydroxyacyl-CoA by addition of water on enoyl-CoA. Also exhibits 3-hydroxyacyl-CoA epimerase and 3-hydroxyacyl-CoA dehydrogenase activities (By similarity)	0	26
Catalyzes both the ATP-dependent activation of exogenously supplied lipoate to lipoyl-AMP and the transfer of the activated lipoyl onto the lipoyl domains of lipoate-dependent enzymes (By similarity)	0	26
glucarate dehydratase	0	26
formate dehydrogenase, beta subunit	0	25
d-lactate dehydrogenase	0	25
extracellular solute-binding protein	0	25
Catalyzes the transfer of 4-deoxy-4-formamido-L- arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides (By similarity)	0	25
Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)	0	25
Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring (By similarity)	0	25
Nitrate reductase 2, gamma subunit	0	25
citrate synthase	0	25
Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity)	0	25
ATP-binding protein	0	25
dmso reductase anchor subunit	0	25
formate dehydrogenase	0	25
metal-binding protein	0	25
membrane protein TerC	0	25
Nudix hydrolase	0	25
branched-chain amino acid ABC transporter	0	25
Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system (By similarity)	0	25
Catalyzes the excretion of spermidine (By similarity)	0	25
phosphate starvation-inducible protein	0	25
One of the components of the high-affinity ATP-driven potassium transport (or KDP) system, which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions (By similarity)	0	25
Tail Sheath protein	0	24
Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid (By similarity)	0	24
LrgB family	0	24
Nitrate reductase 2 alpha	0	24
Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate (By similarity)	0	24
small subunit	0	24
This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)	0	24
glycerol uptake facilitator protein	0	24
Methyl-transferase	0	24
large subunit	0	24
Nitrate nitrite sensor protein	0	23
sulfurtransferase	0	23
GntR family transcriptional regulator	0	23
glycosyl transferase family	0	23
L-xylulose 5-phosphate 3-epimerase	0	23
multidrug resistance protein mdtG	0	23
Acetyltransferase (GNAT) family	0	23
Electron transfer flavoprotein-ubiquinone oxidoreductase	0	23
PTS system ascorbate-specific transporter subunit IIC	0	23
anaerobic dimethyl sulfoxide reductase	0	23
periplasmic binding protein	0	23
alkyl hydroperoxide reductase	0	23
proton-dependent permease that transports dipeptides (By similarity)	0	23
activating enzyme	0	23
catalase	0	23
prophage protein	0	23
Protein of unknown function (DUF796)	0	23
May be involved in the formation of a specific microcompartment in the cell in which the metabolism of potentially toxic by-products takes place	0	23
2-hydroxy-3-oxopropionate reductase	0	22
formate acetyltransferase	0	22
L-lactate dehydrogenase	0	22
Glutamate dehydrogenase	0	22
amino acid AbC transporter	0	22
pirin domain protein	0	22
secreted protein	0	22
PBPb	0	22
inner membrane transport protein	0	22
glutathionylspermidine synthase	0	22
type VI secretion protein	0	22
Antibiotic biosynthesis monooxygenase	0	21
ornithine carbamoyltransferase	0	21
phosphoserine phosphatase	0	21
Transcriptional Regulator, ArsR family	0	21
Periplasmic binding protein LacI transcriptional regulator	0	21
ABC transporter, periplasmic molybdate-binding protein	0	21
high-affinity nickel-transporter	0	21
Phage shock protein A	0	21
dihydro-orotase (EC 3.5.2.3)	0	21
Regulates arginine biosynthesis genes (By similarity)	0	21
pathway protein e	0	21
amidohydrolase	0	21
Flagellar motor switch protein	0	21
abc transporter permease protein	0	21
Transcriptional regulator lysR family	0	21
signal transduction histidine kinase regulating citrate malate metabolism	0	21
Transcriptional regulator (AraC family)	0	21
l-threonine 3-dehydrogenase	0	21
ribokinase (EC 2.7.1.15)	0	21
Sel1 domain protein repeat-containing protein	0	20
DNA-binding transcriptional repressor DeoR	0	20
Na H antiporter	0	20
lipopolysaccharide core biosynthesis protein	0	20
Phosphoesterase, PA-phosphatase related	0	20
host specificity protein	0	20
amino acid	0	20
Transcriptional regulator, LysR family	0	20
Invasion protein	0	20
amino acid carrier protein	0	20
outer membrane protein x	0	20
Pts system fructose-specific	0	20
Catalyzes the reversible isomerization between hydroxypyruvate and 2-hydroxy-3-oxopropanoate (also termed tartronate semialdehyde) (By similarity)	0	20
Aldose 1-epimerase	0	20
glucose-1-phosphatase inositol phosphatase	0	20
Cystathionine gamma-synthase	0	20
Outer membrane porin	0	20
transcriptional activator, Ogr delta	0	20
Hydrolyzes the alpha-1,6-glucosidic linkages in glycogen which has first been partially depolymerized by phosphorylase. Shows only very little activity with native glycogen (By similarity)	0	20
glycerol dehydrogenase	0	20
Integrase catalytic subunit	0	20
transferase	0	19
chitinase	0	19
ribulose-phosphate 3-epimerase	0	19
(citrate (pro-3S)-lyase ligase)	0	19
Pilus assembly protein	0	19
HTH_ARAC	0	19
cinA-like protein	0	19
DUF218 domain	0	19
Histidine triad (HIT) protein	0	19
Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine (By similarity)	0	19
Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	0	19
Nicotinamide mononucleotide transporter PnuC	0	19
VirK protein	0	19
polysaccharide export protein	0	19
Xanthine uracil vitamin C permease	0	19
xylulokinase (EC 2.7.1.17)	0	19
Dihydroxyacetone kinase	0	19
rard protein	0	19
Nad-dependent epimerase dehydratase	0	19
Anaerobic dimethyl sulfoxide reductase, A subunit, DmsA YnfE family	0	19
PTS IIA-like nitrogen-regulatory protein PtsN	0	19
mannose-1-phosphate guanylyltransferase	0	19
Virulence protein	0	19
c4-dicarboxylate anaerobic carrier	0	19
citrate lyase, alpha	0	19
aspartate racemase	0	19
sugar efflux transporter	0	19
Short-chain dehydrogenase reductase Sdr	0	18
Pfam:Ins_element1	0	18
once thought to export heme, this seems not to be the case, but its exact role is uncertain. Responsible for energy coupling to the transport system (By similarity)	0	18
toxin-antitoxin biofilm protein	0	18
phosphomannomutase	0	18
sodium dicarboxylate symporter	0	18
Integral membrane protein TerC family	0	18
AMP-binding enzyme	0	18
major outer membrane lipoprotein	0	18
YdiO, YdiQ, YdiR, YdiS, and YdiT may play a role in electron transport between the anaerobic fatty acid oxidation pathway and the respiratory chain	0	18
l-lactate permease	0	18
cdp-diacylglycerol pyrophosphatase	0	18
Cleaves type-4 fimbrial leader sequence and methylates the N-terminal (generally Phe) residue (By similarity)	0	18
uncharacterized protein yiaF	0	18
Phosphomethylpyrimidine kinase	0	18
dihydroxy-acid dehydratase	0	18
Covalent carrier of the coenzyme of citrate lyase (By similarity)	0	18
isomerase	0	18
arylsulfatase regulator	0	18
The 2-keto-3-deoxygluconate permease transports the degraded pectin products into the bacterial cell, where they serve as carbon and energy sources. This is a hydrogen coupled transport system (By similarity)	0	18
Dimethyl sulfoxide reductase	0	18
Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N-acetylglucosamine-6-phosphate (GlcNAc-6-P) (By similarity)	0	18
type VI secretion system effector, Hcp1 family	0	18
Sulfate transporter	0	18
Sugar phosphatase supH	0	18
Multiple antibiotic resistance (MarC)-related protein	0	18
integral membrane protein	0	17
DNA polymerase V	0	17
Thioesterase	0	17
UPF0226 membrane protein	0	17
Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA) (By similarity)	0	17
Rz endopeptidase from lambdoid prophage DLP12	0	17
multidrug resistance protein Y	0	17
mandelate racemase muconate lactonizing	0	17
utilization protein	0	17
ATP-binding component of a transport system	0	17
Glutathione-dependent formaldehyde-activating GFA	0	17
cytosine deaminase	0	17
glutamine synthetase	0	17
Fructose-1,6-bisphosphatase	0	17
phage tail protein	0	17
Inhibits RpoS proteolysis by regulating RssB activity, thereby increasing the stability of the sigma stress factor RpoS during magnesium starvation (By similarity)	0	17
2-deoxy-d-gluconate 3-dehydrogenase	0	17
beta-lactamase domain protein	0	17
PTS system mannose fructose sorbose family IIC subunit	0	17
aminotransferase class I and II	0	17
methionine synthase	0	17
Ribokinase	0	17
GlcNAc 6-P deacetylase	0	17
ParB domain protein nuclease	0	17
Pfam:Transposase_8	0	17
side tail fiber protein homolog from lambdoid prophage	0	17
IIA component	0	17
Amidohydrolase family	0	17
conserved inner membrane protein	0	17
oligosaccharide H symporter, major facilitator superfamily (MFS)	0	17
type I restriction-modification system	0	17
Involved in the efflux of purine ribonucleosides, such as guanosine, adenosine and especially inosine. Involved in the resistance to 6-mercaptopurine (By similarity)	0	17
Beta-lactamase	0	17
Part of the energy-coupling factor (ECF) transporter complex CbiMNOQ involved in cobalt import (By similarity)	0	17
Phosphonate ABC transporter	0	17
Activates the small RNA gene sgrS under glucose- phosphate stress conditions as well as yfdZ. Represses its own transcription under both stress and non-stress conditions. Might act as a sensor of the intracellular accumulation of phosphoglucose by binding these molecules in its C-terminal solute-binding domain (By similarity)	0	17
propanediol utilization diol dehydratase reactivation protein	0	17
Outer membrane lipoprotein Blc	0	17
Acetylornithine deacetylase	0	16
GntR family	0	16
Proton-dependent permease that transports di- and tripeptides (By similarity)	0	16
secretion protein HlyD family	0	16
S-formylglutathione hydrolase	0	16
Glucose dehydrogenase	0	16
Multifunctional enzyme that catalyzes the SAM-dependent methylation of uroporphyrinogen III at position C-2 and C-7 to form precorrin-2 and then position C-12 or C-18 to form trimethylpyrrocorphin 2. It also catalyzes the conversion of precorrin-2 into siroheme. This reaction consists of the NAD- dependent oxidation of precorrin-2 into sirohydrochlorin and its subsequent ferrochelation into siroheme (By similarity)	0	16
Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation (By similarity)	0	16
Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity (By similarity)	0	16
Xanthine uracil	0	16
PTS system glucitol sorbitol-specific transporter subunit IIA	0	16
Domain of unknown function (DUF303)	0	16
Tail protein	0	16
PTS system maltose- and glucose-specific	0	16
flagellar	0	16
Pfam:DUF1813	0	16
Involved in protein transport multicopy suppressor of dominant negative ftsH mutants	0	16
Copper resistance protein	0	16
DNA-binding prophage protein	0	16
Baseplate	0	16
Uronic isomerase	0	16
Sugar (and other) transporter	0	16
Cupin 4 family protein	0	16
frv operon regulatory protein	0	16
Involved in phosphonate degradation (By similarity)	0	16
Catalyzes the dehydration of D-mannonate (By similarity)	0	16
Conserved carboxylase domain	0	16
phosphate transporter	0	16
in E. coli the aegA gene is regulated by Fnr, NarXL, and NarQ (but not ArcA), induced under anaerobic conditions and repressed in the presence of nitrate (anaerobic)	0	16
nucleoside	0	16
extracellular solute-binding protein, family 1	0	16
Tail Fiber Assembly protein	0	16
decarboxylase, beta	0	16
4-aminobutyrate aminotransferase	0	16
universal stress protein A	0	16
Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)	0	16
Domain of unknown function (DUF3440)	0	16
Transforms N(2)-succinylglutamate into succinate and glutamate (By similarity)	0	15
glutamine amidotransferase	0	15
Cellulose synthase regulator protein	0	15
type VI secretion protein, VC_A0111 family	0	15
HNH endonuclease	0	15
flagellar motor protein	0	15
Luciferase family	0	15
AFG1 family ATPase	0	15
Nadh flavin oxidoreductase nadh oxidase	0	15
May be involved in recombination (By similarity)	0	15
Cytochrome c-type biogenesis protein ccmF	0	15
Thiol disulfide interchange protein	0	15
hydrolase, family 31	0	15
periplasmic protein	0	15
5-hydroxyisourate hydrolase	0	15
Transcriptional repressor Mpra	0	15
leucine isoleucine valine transporter permease subunit	0	15
Heme chaperone required for the biogenesis of c-type cytochromes. Transiently binds heme delivered by CcmC and transfers the heme to apo-cytochromes in a process facilitated by CcmF and CcmH (By similarity)	0	15
Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine (By similarity)	0	15
Inherit from COG: Transcriptional regulator	0	15
Hydrogenase 1 maturation protease	0	15
Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity (By similarity)	0	15
serine (threonine) protein kinase	0	15
Maltose transporter membrane protein	0	15
Glutathione peroxidase	0	15
nad-dependent epimerase dehydratase	0	15
N-acetyltransferase	0	15
Flagellum-specific ATP synthase	0	15
Flagellar hook-length control protein	0	15
ATP-dependent DNA helicase RecQ	0	15
cyclopropane-fatty-acyl-phospholipid synthase	0	15
beta-glucosidase EC 3.2.1.21	0	15
trehalose-6-phosphate hydrolase	0	15
endo-1,4-D-glucanase (EC 3.2.1.4)	0	15
Transcriptional regulator, TraR DksA family	0	15
Xylose Isomerase	0	15
leucine isoleucine valine transporter, ATP-binding subunit	0	15
flagellar basal-body rod protein FlgC	0	15
Lytic enzyme	0	15
The M ring may be actively involved in energy transduction (By similarity)	0	15
Flagellar basal body-associated protein FliL	0	15
Endoribonuclease L-PSP	0	15
Serine transporter	0	15
Catalyzes the hydrolysis of N(2)-succinylarginine into N(2)-succinylornithine, ammonia and CO(2) (By similarity)	0	15
Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)	0	15
Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes (By similarity)	0	15
dNA-binding protein	0	15
YfaZ family	0	15
Inherit from proNOG: Large repetitive protein	0	15
l-fuculose phosphate aldolase	0	15
D-ribose transporter subunit RbsB	0	15
Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body (By similarity)	0	15
Lyase and sodium transporter (By similarity)	0	15
Triose-phosphate isomerase	0	15
Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes (By similarity)	0	15
Catalyzes the phosphorylation of N-acetylmannosamine (ManNAc) to ManNAc-6-P (By similarity)	0	15
Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella (By similarity)	0	15
D-isomer specific 2-hydroxyacid dehydrogenase	0	15
Positively regulates the transcription of the maltose regulon whose gene products are responsible for uptake and catabolism of malto-oligosaccharides. Binds and recognizes a DNA motif (called the malT box) 5'-GGA TG GA-3' (By similarity)	0	15
Cell envelope integrity inner membrane protein TolA	0	15
H( )-stimulated, divalent metal cation uptake system (By similarity)	0	15
TRAP dicarboxylate transporter, DctP subunit	0	15
Modifies, by uridylylation or deuridylylation the PII (GlnB) regulatory protein (By similarity)	0	15
Nicotinamide-nucleotide adenylyltransferase	0	15
Sel1 repeat	0	15
phosphoenolpyruvate carboxylase	0	15
Major capsid protein	0	15
Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) in DNA. Repairs alkylated guanine in DNA by stoichiometrically transferring the alkyl group at the O-6 position to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated (By similarity)	0	15
Cytosine permease	0	15
amino acid ABC transporter	0	15
The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane (By similarity)	0	15
flagellar motor protein MotA	0	15
Catalyzes the formation of putrescine from agmatine (By similarity)	0	15
The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)	0	15
Succinyl-CoA ligase ADP-forming subunit alpha	0	15
transfer protein	0	15
Cellulose synthase, catalytic subunit	0	15
b-type cytochrome subunit	0	15
Ribose ABC transporter permease	0	15
Protein of unknown function (DUF1493)	0	15
Involved in the transport of maltose and maltodextrins (By similarity)	0	15
hnh endonuclease	0	14
Fusaric acid resistance protein	0	14
Glycerol-3-phosphate regulon repressor	0	14
cystathionine beta-lyase	0	14
2,4-dienoyl-coA reductase	0	14
PagP is required both for biosynthesis of hepta-acylated lipid A species containing palmitate and for resistance to cationic antimicrobial peptides (CAMPs). It catalyzes the transfer of a palmitate chain (16 0) from the sn-1 position of a glycerophospholipid to the free hydroxyl group of the (R)-3- hydroxymyristate chain at position 2 of lipid A (endotoxin) (By similarity)	0	14
hydrolase, TatD family	0	14
Indole-3-glycerol phosphate synthase	0	14
Late control D family protein	0	14
Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin (By similarity)	0	14
Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine (By similarity)	0	14
outer membrane autotransporter barrel	0	14
flagellar basal-body rod protein FlgG	0	14
Formate hydrogenlyase subunit 4	0	14
UPF0386 protein	0	14
integral membrane protein TerC	0	14
GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis (By similarity)	0	14
Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate (By similarity)	0	14
Responsible for synthesis of pseudouridine from uracil- 13 in transfer RNAs (By similarity)	0	14
Intracellular protease, PfpI family	0	14
subunit l	0	14
NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol (By similarity)	0	14
Ribonuclease G	0	14
CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons (By similarity)	0	14
Bacterial protein of unknown function (DUF883)	0	14
cellulose synthase	0	14
ATP-dependent carboxylate-amine ligase (By similarity)	0	14
Catalyzes the NADPH-dependent reduction of glyoxylate and hydroxypyruvate into glycolate and glycerate, respectively (By similarity)	0	14
that is required for full activity and stability of the Y subunit. Could have a chaperone-like function for the proper and stable folding of	0	14
hydratase	0	14
Flagellar basal-body rod protein FlgF	0	14
efflux transporter, rnd family, mfp subunit	0	14
allantoate amidohydrolase	0	14
TonB-dependent receptor	0	14
ethanolamine ammonia-lyase small subunit	0	14
flagellar biosynthetic protein flhB	0	14
ISPsy9, transposase OrfA	0	14
The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)	0	14
SUA5 YciO YrdC YwlC family protein	0	14
Multidrug resistance protein MdtM	0	14
Type IV VI secretion system protein, DotU family	0	14
3-keto-L-gulonate-6-phosphate decarboxylase	0	14
Ammonium transporter	0	14
formate hydrogenlyase maturation	0	14
cell filamentation protein	0	14
Protein CrcB homolog	0	14
cellulose synthase operon protein YhjQ	0	14
Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB) (By similarity)	0	14
Arginine	0	14
(Type IV) pilus	0	14
Phosphoglycerol transferase I	0	14
Mate efflux family protein	0	14
Protein erfK srfK	0	14
UPF0249 protein	0	14
tyrosine-protein kinase	0	14
asparaginase	0	14
anthranilate synthase component I	0	14
peptidase M48, Ste24p	0	14
UPF0380 protein	0	14
Cytochrome C biogenesis protein	0	14
NADH ubiquinone oxidoreductase 20 kDa subunit	0	14
Catalyzes the NAD-dependent reduction of succinylglutamate semialdehyde into succinylglutamate (By similarity)	0	14
Catalyzes the aminotransferase reaction from putrescine to 2-oxoglutarate, leading to glutamate and 4-aminobutanal, which spontaneously cyclizes to form 1-pyrroline. Is also able to transaminate cadaverine and, in lower extent, spermidine, but not ornithine (By similarity)	0	14
iron-containing alcohol dehydrogenase	0	14
Protein of unknown function (DUF968)	0	14
Sodium:solute symporter family	0	14
Domain of unknown function (DUF386)	0	14
accessory protein	0	14
cytochrome C-type protein	0	14
Is probably involved in the electron transfer between its heme and the molybdenum cofactor of the reductase catalytic subunit YedY (By similarity)	0	14
succinyl-CoA synthetase subunit beta	0	14
ethanolamine ammonia-lyase	0	14
Hydrogenase 3, large subunit	0	14
Alpha-galactosidase	0	14
transcriptional regulator (AraC	0	14
Multidrug efflux pump that functions probably as a Na( ) drug antiporter (By similarity)	0	14
Anthranilate synthase component II	0	14
Flagellar hook protein flgE	0	14
formate hydrogenlyase complex iron-sulfur subunit	0	14
Phage Tail Tape Measure Protein	0	14
outer membrane protein W	0	14
tail tube protein	0	14
outer membrane protein a	0	14
glycoside hydrolase, family 3 domain protein	0	14
biosynthesis protein	0	14
Nucleoside	0	14
allophanate hydrolase subunit 2	0	14
LamB YcsF family protein	0	14
cobalamin synthesis protein	0	14
DsrB protein	0	14
Serine protein kinase	0	13
Molecular chaperone that interacts specifically with outer membrane proteins, thus maintaining the solubility of early folding intermediates during passage through the periplasm (By similarity)	0	13
Catalyzes the synthesis of Und-PP-GlcNAc-ManNAcA-Fuc4NAc (Lipid III), the third lipid-linked intermediate involved in ECA synthesis (By similarity)	0	13
drug resistance transporter Bcr CflA subfamily	0	13
May be involved in recombinational repair of damaged DNA (By similarity)	0	13
YbaK ebsC protein	0	13
sugar phosphate antiporter	0	13
Reduction of activated sulfate into sulfite (By similarity)	0	13
Methylates ribosomal protein L11 (By similarity)	0	13
Universal stress protein F	0	13
Catalyzes the hydrolysis of 4-amino-2-methyl-5- hydroxymethylpyrimidine pyrophosphate (HMP-PP) to 4-amino-2- methyl-5-hydroxymethylpyrimidine phosphate (HMP-P) (By similarity)	0	13
type 1 fimbriae regulatory protein	0	13
Colicin uptake protein TolR	0	13
signal transduction histidine kinase, LytS	0	13
dihydroorotase	0	13
The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in ascorbate transport (By similarity)	0	13
Specifically methylates the cytosine at position 1407 (m5C1407) of 16S rRNA (By similarity)	0	13
Biofilm formation regulator YbaJ	0	13
Required to facilitate the formation of correct disulfide bonds in some periplasmic proteins and for the assembly of the periplasmic c-type cytochromes. Acts by transferring electrons from cytoplasmic thioredoxin to the periplasm. This transfer involves a cascade of disulfide bond formation and reduction steps (By similarity)	0	13
colanic acid capsular biosynthesis activation protein A	0	13
Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor (By similarity)	0	13
Involved in the TonB-independent uptake of proteins (By similarity)	0	13
One of at least two accessory proteins for anaerobic nitric oxide (NO) reductase. Reduces the rubredoxin moiety of NO reductase (By similarity)	0	13
Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII (By similarity)	0	13
Catalyzes the reduction of hydroxylamine to form NH(3) and H(2)O (By similarity)	0	13
Magnesium and cobalt transport protein	0	13
Protein of unknown function (DUF454)	0	13
ElaA protein	0	13
Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection (By similarity)	0	13
maltodextrin glucosidase	0	13
DNA-binding transcriptional activator BglJ	0	13
nucleoside-specific channel-forming protein	0	13
DNA binding protein	0	13
YbaK prolyl-tRNA synthetase associated	0	13
alkaline phosphatase isozyme conversion	0	13
Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl- L-methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway (By similarity)	0	13
cytoplasmic chaperone TorD family protein	0	13
Inner membrane protein ylaC	0	13
Phosphoribosylglycinamide synthetase	0	13
Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate (By similarity)	0	13
phosphohistidine phosphatase	0	13
NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone (By similarity)	0	13
UPF0229 protein	0	13
UPF0442 protein	0	13
Protein SlyX homolog	0	13
OsmC family	0	13
Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine (By similarity)	0	13
Involved in copper homeostasis (By similarity)	0	13
CAMP-regulatory protein	0	13
Molybdate ABC transporter	0	13
RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs (By similarity)	0	13
RNA methyltransferase	0	13
inner membrane protein YccF	0	13
Nitrate reductase delta subunit	0	13
UPF0114 protein	0	13
ADP-ribose diphosphatase NudE	0	13
deoxyguanosinetriphosphate triphosphohydrolase-like protein	0	13
trehalose repressor	0	13
Involved in the degradation of certain denaturated proteins, including DnaA, during heat shock stress (By similarity)	0	13
Putative lipase	0	13
Nitrous oxide-stimulated promoter	0	13
HI0933 family	0	13
Magnesium and cobalt efflux protein	0	13
lysine-specific permease	0	13
Activates ribosomal RNA transcription. Plays a direct role in upstream activation of rRNA promoters (By similarity)	0	13
Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation (By similarity)	0	13
DNA internalization-related competence protein ComEC Rec2	0	13
