WORD	BeneficialLoss	Not
aminobenzoyl	13	0
sua5	13	0
fdra	13	0
adenylylsulfate	13	0
mlta	13	0
spas	13	0
chez	13	0
flgn	13	0
dikinase	13	0
coat	13	0
lolb	13	0
specificities	13	0
benzoquinol	13	0
phoq	13	0
nusg	13	0
queuosine	13	0
scaffolding	13	0
eutq	13	0
sufd	13	0
rimm	13	0
rusa	13	0
grea	13	0
cadmium	13	0
sequence	12	31
determinant	12	10
protection	12	8
rich	12	5
ancillary	12	5
ssra	12	4
[citrate	12	4
aldolases	12	3
yhga	12	3
alls	12	3
cupin	12	3
gtpases	12	2
pcaq	12	2
envelope	12	2
soxs	12	2
dihydrolipoyl	12	1
chains	12	1
envz	12	1
riboside	12	1
dass	12	1
copg	12	1
[2fe	12	1
cyano	12	1
transcriptase	12	1
trme	12	1
spanner	12	1
addiction	12	1
isomer	12	1
aryl	12	1
nifu	12	1
mara	12	1
carnitinyl	12	1
ribbon	12	1
fimh	12	1
corc	12	0
uridylate	12	0
oxidizing	12	0
methylisocitrate	12	0
duf1078	12	0
dienoyl	12	0
hrpb	12	0
hyae	12	0
secf	12	0
fumarylacetoacetate	12	0
tldd	12	0
sufi	12	0
ruva	12	0
fosmidomycin	12	0
chloroplast	12	0
ftsi	12	0
rhle	12	0
ketopantoate	12	0
partition	12	0
recx	12	0
hype	12	0
kdpd	12	0
methoxy	12	0
clpa	12	0
isopentenylpyrophosphate	12	0
yeev	12	0
sbcc	12	0
rseb	12	0
fixx	12	0
spou	12	0
mnhb	12	0
rdgc	12	0
rnfc	12	0
reducing	12	0
copy	12	0
seqa	12	0
flih	12	0
collagenase	12	0
geranyltranstransferase	12	0
hemoprotein	12	0
exporters	12	0
succinylglutamic	12	0
dsre	12	0
flgf	12	0
grpe	12	0
tolb	12	0
ceda	12	0
phosphoribosylamine	12	0
reductases	12	0
eutk	12	0
maturase	12	0
partitioning	12	0
hpii	12	0
multiphosphoryl	12	0
yrinic	12	0
aminoacyl	12	0
polynucleotide	12	0
pota	12	0
diphosphocytidyl	12	0
ehua	12	0
fuculokinase	12	0
ubie	12	0
cobw	12	0
variant	12	0
[glutamine	12	0
mvin	12	0
fliz	12	0
lantibiotic	12	0
iscr	12	0
fdhe	12	0
alpa	12	0
secd	12	0
aconitase	12	0
threonyl	12	0
osmc	12	0
hydroxymethyldihydropteridine	12	0
immunity	11	8
bara	11	6
orf2	11	4
allantoate	11	4
dlp12	11	4
intimin	11	4
t2ss	11	3
glgs	11	3
hexuronate	11	2
hofq	11	2
caie	11	2
duf3279	11	2
flil	11	2
actin	11	2
multicopper	11	2
exopolysaccharide	11	2
extracytoplasmic	11	2
endoprotease	11	2
agmatine	11	2
winged	11	2
mdfa	11	1
psif	11	1
utra	11	1
dienelactone	11	1
ptr2	11	1
mhyt	11	1
allantoinase	11	1
gliding	11	1
phosphopantothenoylcysteine	11	0
gcva	11	0
uvrd	11	0
coprogen	11	0
hydroxybutyryl	11	0
grasp	11	0
sufc	11	0
ruvb	11	0
galactonokinase	11	0
malt	11	0
fdhd	11	0
sura	11	0
aerotaxis	11	0
dsrf	11	0
hydroperoxidase	11	0
dual	11	0
water	11	0
hydroxylamine	11	0
hisf	11	0
co2+	11	0
sure	11	0
hemk	11	0
etherase	11	0
oxidative	11	0
muts	11	0
dbpa	11	0
mannosaminuronic	11	0
sbcd	11	0
farnesyltransferase	11	0
selenouridine	11	0
uvrabc	11	0
transferring	11	0
synthesizing	11	0
deoxyphosphooctonate	11	0
zipa	11	0
flgd	11	0
sapb	11	0
srmb	11	0
acidic	11	0
porphyrin	11	0
moea	11	0
entc	11	0
helical	11	0
dipeptidyl	11	0
sulfurylase	11	0
artq	11	0
sapc	11	0
azoreductase	11	0
starch	11	0
reco	11	0
formamido	11	0
csie	11	0
cysq	11	0
ligb	11	0
ynfe	11	0
acetylmuramoylalanine	11	0
rcsc	11	0
dependant	11	0
citg	11	0
panthothenate	11	0
rhomboid	11	0
hydroxydecanoyl	11	0
medium	11	0
tyrr	11	0
dihydroorotate	10	19
phosphoribulokinase	10	10
exclusion	10	6
activation	10	6
attachment	10	4
acetylglucosaminyltransferase	10	4
hflx	10	3
peroxide	10	3
ampe	10	3
fxsa	10	3
fimc	10	3
consisting	10	2
mscs	10	2
virion	10	2
conversion	10	2
nanr	10	2
t1ss	10	2
cobinamide	10	2
copies	10	1
fucu	10	1
calcineurin	10	1
inhibitory	10	1
quinate	10	1
mannac	10	1
death	10	1
glycoprotein	10	1
lrga	10	1
y4mf	10	1
crotonobetaine	10	1
hexuloisomerase	10	1
recn	10	1
gutq	10	1
pule	10	1
eutl	10	1
enolpyruvylshikimate	10	1
cysa	10	0
htra	10	0
lipoyl	10	0
formylglutathione	10	0
cydc	10	0
damx	10	0
nlpe	10	0
enyl	10	0
abrb	10	0
thiotransferase	10	0
pyrophosphoryl	10	0
bacitracin	10	0
sppa	10	0
nlpi	10	0
kefc	10	0
cyclohexadiene	10	0
mreb	10	0
hydroxybenzoyl	10	0
sulphur	10	0
dihydroxyphenylacetate	10	0
aminoacylase	10	0
methylguanine	10	0
tusd	10	0
monosaccharide	10	0
ureg	10	0
inhibition	10	0
diacylglucosamine	10	0
sapa	10	0
thiouridylate	10	0
nhar	10	0
associating	10	0
endolysin	10	0
catecholate	10	0
ribosylhomocysteinase	10	0
hexosaminidase	10	0
glucuronide	10	0
adra	10	0
methylation	10	0
spot	10	0
oppc	10	0
nusa	10	0
duplicated	10	0
propanol	10	0
narq	10	0
minc	10	0
yaet	10	0
argp	10	0
ytfj	10	0
endoglucanase	10	0
fusaric	10	0
lpta	10	0
ruvc	10	0
hexose	10	0
asma	10	0
rlua	10	0
suge	10	0
activase	10	0
mercaptopyruvate	10	0
hupf	10	0
segregation	10	0
fluffing	10	0
carboxyltransferase	10	0
acetoin	10	0
second	10	0
fumarase	10	0
determinants	10	0
adenylation	10	0
datp	10	0
different	10	0
napb	10	0
phosphoheptulonate	10	0
dehydrase	10	0
phou	10	0
flavohemoprotein	10	0
allo	10	0
propionyl	10	0
glde	10	0
quaternary	10	0
cut2	10	0
nifc	10	0
impa	10	0
methenyltetrahydrofolate	10	0
ultrainduction	10	0
apoenzyme	10	0
chloramphenicol	9	5
pyruvoyl	9	4
cations	9	4
dctp	9	4
dsrb	9	3
targeting	9	3
istb	9	3
rard	9	3
tord	9	3
hcp1	9	2
acetyltransferases	9	2
dpib	9	2
oppa	9	2
multi	9	2
petb	9	2
glycosidase	9	1
acceptor	9	1
acetokinase	9	1
duf2466	9	1
ethanol	9	1
yedq	9	1
stabilization	9	1
ankyrin	9	1
hopanoid	9	1
hsp70	9	1
importer	9	1
bhsa	9	1
clpyq	9	1
chab	9	1
urtb	9	1
clpb	9	1
cyay	9	1
tartronate	9	1
eiibca	9	1
hipa	9	1
acetylating	9	0
napf	9	0
fepg	9	0
ribf	9	0
rnfe	9	0
cwbp200	9	0
volume	9	0
dihydropyrimidine	9	0
hydrolyase	9	0
sirohydrochlorin	9	0
amide	9	0
cyclohexanecarboxyl	9	0
phosphopantothenate	9	0
flgm	9	0
modf	9	0
soxr	9	0
duf3296	9	0
nrfg	9	0
tuse	9	0
phosphoribosylglycineamide	9	0
cysz	9	0
agar	9	0
corb	9	0
tfiid	9	0
oppf	9	0
phosphoundecaprenol	9	0
mred	9	0
hairpin	9	0
mraz	9	0
azlc	9	0
ccmf	9	0
mdtc	9	0
making	9	0
poth	9	0
oligogalacturonide	9	0
maltooligosyl	9	0
colicins	9	0
recg	9	0
phosphorylases	9	0
ybgc	9	0
fepd	9	0
dsbg	9	0
maca	9	0
trafficking	9	0
lolc	9	0
dedd	9	0
colonies	9	0
ybff	9	0
ftsy	9	0
carboxylic	9	0
monoxide	9	0
apoprotein	9	0
mioc	9	0
purn	9	0
hydroxyglutaryl	9	0
sbma	9	0
mete	9	0
monitor	9	0
artp	9	0
metj	9	0
yjia	9	0
rhodotrulic	9	0
teha	9	0
rnfd	9	0
decarboxylases	9	0
phra	9	0
phosphoribosylanthranilate	9	0
[acetyl	9	0
luxs	9	0
sgrr	9	0
thermoresistant	9	0
paak	9	0
fkbb	9	0
lipoic	9	0
imidazolonepropionase	9	0
pmba	9	0
hexosephosphate	9	0
dppc	9	0
fuscose	9	0
haat	9	0
yscu	9	0
pitrilysin	9	0
pectinesterase	9	0
sapf	9	0
selenide	9	0
opening	9	0
selenophosphate	9	0
dsbd	9	0
mine	9	0
oxovalerate	9	0
saga	9	0
modifying	9	0
flif	9	0
ferrienterochelin	9	0
sui1	9	0
chelate	9	0
mdog	9	0
hydantoin	9	0
photorepair	9	0
tata	9	0
proy	9	0
glnq	9	0
urocanate	9	0
osmoprotectant	9	0
urtc	9	0
nife	9	0
assiciated	9	0
aaeb	9	0
meth	9	0
succinylbenzoic	9	0
gifsy	8	22
tripartite	8	5
attenuator	8	5
glucosyl	8	5
dihydroxyacid	8	4
cationic	8	4
drugs	8	4
compound	8	4
oligosaccharide	8	4
oligogalacturonate	8	4
pore	8	3
tdcc	8	3
eutj	8	3
amph	8	3
spo0a	8	2
phosphatidylethanolamine	8	2
sel1	8	2
protecting	8	2
cytr	8	2
csgg	8	2
resistant	8	2
uhpc	8	2
detergent	8	1
euta	8	1
trar	8	1
preferring	8	1
higa	8	1
cutf	8	1
cpa2	8	1
sira	8	1
cobd	8	1
slyb	8	1
vacj	8	1
aminoimidazole	8	1
fe2+	8	1
viologen	8	1
crcb	8	1
adenyltransferase	8	1
acetoacetate	8	1
cynr	8	1
ketoacid	8	1
cdc48	8	1
affecting	8	1
kpsf	8	1
hepta	8	1
cuta	8	1
rbsc	8	1
carboxymuconolactone	8	1
yhfk	8	1
zn2+	8	0
rfah	8	0
cobyrinic	8	0
mdtp	8	0
sbccd	8	0
flhc	8	0
rhamnonate	8	0
dosage	8	0
pstc	8	0
hypf	8	0
stfe	8	0
mvim	8	0
pmrd	8	0
modb	8	0
carboxylesterase	8	0
homodimeric	8	0
duf20	8	0
smva	8	0
hydn	8	0
dimerisation	8	0
glutamylputrescine	8	0
ftsn	8	0
flrd	8	0
stfd	8	0
fructokinase	8	0
nagd	8	0
alamin	8	0
fucosamine	8	0
[udp	8	0
ycsf	8	0
clcb	8	0
spore	8	0
yjgq	8	0
mannoheptose	8	0
gsib	8	0
pdub	8	0
cassette	8	0
5tmr	8	0
sgat	8	0
muramidase	8	0
hish	8	0
arabinoheptulosonate	8	0
iucc	8	0
pduu	8	0
fhuc	8	0
ywlc	8	0
muth	8	0
phophosugar	8	0
zras	8	0
ybge	8	0
thiosulphate	8	0
formiminoglutamase	8	0
lytb	8	0
sufe	8	0
glnp	8	0
hyba	8	0
aminopelargonate	8	0
apbe	8	0
cobyric	8	0
basr	8	0
mglc	8	0
hipb	8	0
cuss	8	0
narp	8	0
degs	8	0
deoxyxylulose	8	0
distal	8	0
hepa	8	0
hslj	8	0
mrec	8	0
kicb	8	0
xdhc	8	0
including	8	0
thic	8	0
ytvi	8	0
methylases	8	0
nirt	8	0
rnfa	8	0
chvd	8	0
tate	8	0
yeca	8	0
deoxygalactonokinase	8	0
eiicb	8	0
omph	8	0
tautomerase	8	0
fructosamine	8	0
ypdc	8	0
prpd	8	0
lead	8	0
hofb	8	0
ccma	8	0
lptf	8	0
desulfuration	8	0
metalloenzyme	8	0
groel	8	0
shell	8	0
bisphosphokinase	8	0
yjgp	8	0
degradative	8	0
cuts	8	0
pduv	8	0
rela	8	0
hofc	8	0
napg	8	0
ftsb	8	0
ampg	8	0
autonomous	8	0
sulphatase	8	0
mercury	8	0
hydroxyethyl	8	0
nodulation	8	0
coxs	8	0
bglb	8	0
phosphoribosylamino	8	0
paat	8	0
glpg	8	0
nrff	8	0
methyltetrahydrofolate	8	0
rama	8	0
ycio	8	0
mn2+	8	0
locus	8	0
fhub	8	0
tetrahydrofolate	8	0
duf932	8	0
pqia	8	0
dehydrorhamnose	7	14
tight	7	10
bactoprenol	7	9
methylcytosine	7	7
arsr	7	6
filamentation	7	6
fels	7	6
msga	7	5
rbsd	7	5
found	7	5
vancomycin	7	4
dksa	7	3
dctq	7	3
phosphorylation	7	3
heptosyl	7	3
lpfb	7	3
phosphotriesterase	7	2
yibh	7	2
duf218	7	2
rbsb	7	2
ybgt	7	2
acetylglucosaminidase	7	2
rhar	7	2
oppb	7	2
translocation	7	2
archaea	7	2
fixa	7	2
lpfc	7	2
plsx	7	2
potb	7	2
htpx	7	1
gltc	7	1
erythro	7	1
parb	7	1
orfb	7	1
interface	7	1
rbsa	7	1
pyrbi	7	1
prohead	7	1
monomeric	7	1
stff	7	1
inactive	7	1
paab	7	1
mannosyltransferase	7	1
hsdr	7	1
transposon	7	1
tiba	7	1
osmolarity	7	1
trka	7	1
apparently	7	1
keff	7	1
pulj	7	1
rata	7	1
srna	7	0
oppd	7	0
rada	7	0
eutn	7	0
potc	7	0
recj	7	0
polyribonucleotide	7	0
gltj	7	0
desulfinase	7	0
lsrr	7	0
acetylserine	7	0
xyle	7	0
fhuf	7	0
relative	7	0
yfio	7	0
transducer	7	0
dhak	7	0
phzf	7	0
htpg	7	0
haemoglobin	7	0
cystathionase	7	0
arginase	7	0
lole	7	0
duf1019	7	0
napab	7	0
duf1219	7	0
having	7	0
intitiation	7	0
coregulated	7	0
enolpyruvyl	7	0
hych	7	0
rnfg	7	0
trcf	7	0
hyaf	7	0
methylmutase	7	0
phenylpropionic	7	0
naprtase	7	0
ecoli	7	0
cbin	7	0
polyferredoxin	7	0
hslu	7	0
cyst	7	0
arop	7	0
ham1	7	0
dppf	7	0
nhab	7	0
mraw	7	0
crec	7	0
yhbu	7	0
ribosyl	7	0
sapd	7	0
fibronectin	7	0
third	7	0
coq6	7	0
cutc	7	0
alkyltransferase	7	0
comigratory	7	0
willebrand	7	0
pdut	7	0
monovalent	7	0
ccme	7	0
mazg	7	0
lacd	7	0
arbutin	7	0
aerobactin	7	0
ubif	7	0
csda	7	0
bssr	7	0
psih	7	0
ketoadipyl	7	0
flgk	7	0
sulfinate	7	0
oxoadipate	7	0
nrdr	7	0
nol1	7	0
bgla	7	0
growth	7	0
rpoe	7	0
visc	7	0
phosphonoacetaldehyde	7	0
psts	7	0
nupg	7	0
assimilation	7	0
glycosysl	7	0
moac	7	0
nop2	7	0
mechanism	7	0
csid	7	0
hybf	7	0
pspf	7	0
cobaltochelatase	7	0
deoc	7	0
mukb	7	0
dnac	7	0
malonic	7	0
ilvy	7	0
dsbc	7	0
quec	7	0
putatuve	7	0
gentisate	7	0
fadr	7	0
methylthioadenosine	7	0
carboxymethylaminomethyl	7	0
poti	7	0
phenazine	7	0
zrar	7	0
pfam	7	0
modified	7	0
rsep	7	0
glucuronidase	7	0
chli	7	0
tp901	7	0
transcriptioanl	7	0
msyb	7	0
dppd	7	0
chpb	7	0
mediated	7	0
pspd	7	0
hpch	7	0
clps	7	0
frlr	7	0
ygit	7	0
sterol	7	0
rnfb	7	0
torcad	7	0
hpai	7	0
rmuc	7	0
dmsd	7	0
nusb	7	0
yffh	7	0
meso	7	0
ubih	7	0
taf9	7	0
ccmd	7	0
mucb	7	0
prenyltransferase	7	0
cyclohexene	7	0
lold	7	0
formaldehyde	7	0
chps	7	0
gnsa	7	0
polyketide	7	0
torc	7	0
catechol	7	0
marb	7	0
insa	6	20
triphosphohydrolase	6	12
deoxyguanosinetriphosphate	6	11
temperature	6	5
stylti	6	5
acetylglucosaminetransferase	6	5
adenosylcobinamide	6	5
promoting	6	4
enhancing	6	4
dsba	6	4
silver	6	3
arom	6	3
mgla	6	3
mycofactocin	6	3
tnpa	6	3
yjem	6	3
ecoki	6	3
hpar	6	3
antagonist	6	3
initiaiton	6	2
basic	6	2
dpra	6	2
moba	6	2
hydroxysteroid	6	2
butyrobetaine	6	2
aquaporin	6	2
paay	6	2
butyrate	6	2
stfc	6	2
yebc	6	1
duf903	6	1
phne	6	1
[nadp	6	1
duf987	6	1
rspb	6	1
nine	6	1
carboxymethylenebutenolidase	6	1
creb	6	1
puatative	6	1
sarcosine	6	1
side	6	1
bleomycin	6	1
cbib	6	1
ampd	6	1
nicotianamine	6	1
cobq	6	1
ilvbn	6	1
rsta	6	1
trifunctional	6	1
acetylneuraminic	6	1
carboxymuconate	6	1
junctions	6	1
glycosyltransferases	6	1
pheromone	6	0
hydroxymyristol	6	0
putativie	6	0
prpe	6	0
caia	6	0
mdth	6	0
ncair	6	0
recombinational	6	0
glutamyltransferase	6	0
oma87	6	0
hyad	6	0
[deacetylating	6	0
sulp	6	0
nsrr	6	0
pgtc	6	0
mannosamine	6	0
form	6	0
tetrahydropterin	6	0
dcuc	6	0
fixc	6	0
furan	6	0
cgta	6	0
arir	6	0
myristoyl	6	0
f52a	6	0
modc	6	0
kple2	6	0
atpases	6	0
comec	6	0
lola	6	0
potg	6	0
methylene	6	0
escv	6	0
yfgl	6	0
pyruvyl	6	0
phosphonates	6	0
gatz	6	0
wecb	6	0
cord	6	0
chloromuconate	6	0
dioxide	6	0
hemn	6	0
phosphotyrosine	6	0
yaah	6	0
rava	6	0
alan	6	0
hydroxyglutarate	6	0
nrfd	6	0
phenyl	6	0
diaa	6	0
cpsf	6	0
carboxyvinyl	6	0
cytochromes	6	0
ybgf	6	0
methylthioribose	6	0
fumerase	6	0
sixa	6	0
nodi	6	0
phnn	6	0
csde	6	0
reactivation	6	0
melittin	6	0
base	6	0
yfaz	6	0
lrgb	6	0
zapa	6	0
btue	6	0
yhjq	6	0
transmethylase	6	0
carboxyphosphonate	6	0
phnh	6	0
oxohepta	6	0
mesj	6	0
multicomponent	6	0
phosphonohydrolase	6	0
ppgpp	6	0
extragenic	6	0
phophotriesterase	6	0
spovr	6	0
ilvc	6	0
rcna	6	0
duplication	6	0
mdtm	6	0
toxicities	6	0
sfhb	6	0
weight	6	0
colonisation	6	0
padr	6	0
adenyl	6	0
duf2502	6	0
emap	6	0
ydcv	6	0
nramp	6	0
term	6	0
salicin	6	0
thiophene	6	0
[adp	6	0
pgtb	6	0
actp	6	0
tusb	6	0
hydroxymethylpyrimidine	6	0
phnm	6	0
conserevd	6	0
[carboxylating	6	0
butaryl	6	0
cycloisomerases	6	0
tusc	6	0
canonical	6	0
suhb	6	0
yecs	6	0
yajc	6	0
phng	6	0
hrpn	6	0
myltransferase	6	0
dynamin	6	0
tort	6	0
algr	6	0
nifm	6	0
kefa	6	0
ccmb	6	0
gltl	6	0
phosphorylmutase	6	0
mutagenesis	6	0
nopimelate	6	0
glucanase	6	0
yhdh	6	0
fepc	6	0
amintransferase	6	0
thih	6	0
colonization	6	0
monothiol	6	0
dithiobiotin	6	0
utilising	6	0
sseb	6	0
l10e	6	0
sohb	6	0
rsme	6	0
deoxyglucarate	6	0
complement	6	0
cyclophilin	6	0
cwld	6	0
phosphorus	6	0
citx	6	0
copa	6	0
pgta	6	0
cusr	6	0
zupt	6	0
srp54	6	0
nitroimidazole	6	0
pbsx	6	0
ubia	6	0
acylglycerophosphoethanolamine	6	0
concentrating	6	0
narj	6	0
rotamase	6	0
cred	6	0
mdtn	6	0
cas3	6	0
fixb	6	0
classes	6	0
allulose	6	0
carbamoylphosphate	6	0
topo	6	0
encodes	6	0
taga	6	0
rv2280	6	0
polyol	6	0
lytr	6	0
thij	6	0
ppic	6	0
duf1116	6	0
kica	6	0
intrinsic	6	0
macb	6	0
threonylcarbamoyladenosine	6	0
modifier	6	0
joining	6	0
duf883	6	0
utilizing	6	0
rcsb	6	0
prismane	6	0
rpod	6	0
humps	6	0
mnmc	6	0
macrodomain	6	0
sec63	6	0
phnk	6	0
iunh	6	0
relb	6	0
rcnr	6	0
proprionaldehyde	6	0
rhat	6	0
aefa	6	0
chew	6	0
yusv	6	0
metabolic	6	0
phosphotidylglycerophosphate	6	0
sector	6	0
mutl	6	0
modular	6	0
assimilatory	6	0
hism	6	0
maturating	6	0
ppiase	6	0
protective	6	0
phosphoribosylglycinamidine	6	0
suppression	6	0
is200	5	33
modulating	5	16
forward	5	13
potential	5	8
evga	5	8
dctm	5	8
euts	5	7
during	5	6
arylsulfate	5	6
acylation	5	6
oric	5	5
transposition	5	5
homologue	5	5
tatc	5	5
pyocin	5	5
eutp	5	5
kdgm	5	4
secg	5	4
lpfa	5	4
nonspecific	5	4
hydroxyisourate	5	4
tetrahydrobiopterin	5	4
tryptophanase	5	4
yjgk	5	4
duf386	5	4
yial	5	4
yhch	5	4
sula	5	3
oxalyl	5	3
cotransporter	5	3
rhodanase	5	3
translocated	5	3
zipper	5	3
acrr	5	3
cspe	5	3
acids	5	3
yfjz	5	2
threo	5	2
phopq	5	2
evolved	5	2
cusc	5	2
cyanide	5	2
tricarboxylate	5	2
duf3442	5	2
yagb	5	2
immunoglobulin	5	2
ybis	5	2
slya	5	2
epsa	5	2
arsc	5	2
puls	5	2
diheme	5	1
duf830	5	1
nrfb	5	1
ycfs	5	1
mngr	5	1
alternative	5	1
spheroplast	5	1
traffic	5	1
duf1656	5	1
psie	5	1
reductant	5	1
yaha	5	1
nmra	5	1
ketose	5	1
pspa	5	1
symmetrical	5	1
ssrb	5	1
pigment	5	1
cobb	5	1
araj	5	1
misl	5	1
quinoprotein	5	1
warden	5	1
prevent	5	1
catechols	5	1
pentulose	5	1
mppa	5	1
duf805	5	1
ompd	5	1
iicb	5	1
ynhg	5	1
activated	5	1
development	5	1
fimf	5	1
doxx	5	1
ubiquitin	5	1
rhtc	5	1
duf2566	5	1
933t	5	1
orthopoxvirus	5	1
gsic	5	0
mosc	5	0
ptsn	5	0
homocitrate	5	0
rstb	5	0
citramalate	5	0
parm	5	0
yfcd	5	0
hsp24	5	0
adsorption	5	0
fimz	5	0
chms	5	0
cira	5	0
rhas	5	0
mase1	5	0
docking	5	0
umud	5	0
lysogenization	5	0
ebsc	5	0
dsrh	5	0
nrfe	5	0
iican	5	0
phosphatidylglycerophosphate	5	0
bicarbonate	5	0
folc	5	0
mitochondrial	5	0
euth	5	0
fliy	5	0
ntrc	5	0
paax	5	0
eutm	5	0
phenylhydantoinase	5	0
ribosylglycohydrolase	5	0
trkh	5	0
pqab	5	0
gutm	5	0
flid	5	0
yersiniabactin	5	0
phosphohistidinoprotein	5	0
cbpm	5	0
multicopy	5	0
protocatechuate	5	0
glpr	5	0
exchange	5	0
hyaf2	5	0
lpfe	5	0
swim	5	0
ylac	5	0
hyae2	5	0
frmr	5	0
smta	5	0
pdxj	5	0
yedz	5	0
chromate	5	0
dede	5	0
fhipep	5	0
arnf	5	0
hpothetical	5	0
p15b	5	0
pemk	5	0
diene	5	0
duf466	5	0
energy	5	0
folb	5	0
redoxin	5	0
repressible	5	0
intramembrane	5	0
exporting	5	0
photo	5	0
shlb	5	0
gnsb	5	0
dihydropteridine	5	0
rutr	5	0
ygfz	5	0
aaea	5	0
rihc	5	0
ular	5	0
gcn5	5	0
dhal	5	0
cholesterol	5	0
phsb	5	0
mdoh	5	0
synthesizin	5	0
mnma	5	0
apurinic	5	0
prpp	5	0
eutg	5	0
yebg	5	0
yscj	5	0
transfera	5	0
bioh	5	0
yhav	5	0
yjef	5	0
uhpa	5	0
dcus	5	0
ccmc	5	0
yiav	5	0
rhodotorulic	5	0
tetrapeptide	5	0
ning	5	0
fuc4nac	5	0
aspartate?	5	0
escr	5	0
deoxycytidylate	5	0
selenate	5	0
dcur	5	0
ugpc	5	0
yncd	5	0
write	5	0
ynca	5	0
kdpe	5	0
mrna	5	0
subcomplex	5	0
rxyl	5	0
btuf	5	0
their	5	0
cellulase	5	0
dsrc	5	0
sedoheptulose	5	0
hyac2	5	0
wcal	5	0
macrophage	5	0
ttca	5	0
nhaa	5	0
erpa	5	0
feoc	5	0
baer	5	0
dihydroxyphenylpropionate	5	0
thiocytidine	5	0
duf1323	5	0
mipa	5	0
dotu	5	0
rutc	5	0
phosphoglyceromutase	5	0
ndma	5	0
dsbe	5	0
deoxyphosphogluconate	5	0
outs	5	0
btuc	5	0
cut1	5	0
rbsr	5	0
interferase	5	0
thiouridylase	5	0
curing	5	0
yeht	5	0
gsid	5	0
asociated	5	0
mdti	5	0
lysophospholipid	5	0
atos	5	0
escj	5	0
hypotheticalprotein	5	0
dioate	5	0
nucleodityltransferase	5	0
arcb	5	0
omp85	5	0
moae	5	0
apyrimidinic	5	0
ychf	5	0
prka	5	0
muraminidase	5	0
glucosidases	5	0
faldh	5	0
putaive	5	0
oxidases	5	0
psi55	5	0
secm	5	0
pentaphosphatase	5	0
subtype	5	0
peripheral	5	0
mdtl	5	0
filament	5	0
amidases	5	0
isoamylase	5	0
stba	5	0
puta	5	0
hlde	5	0
yjcd	5	0
gals	5	0
undecaprenyldiphospho	5	0
mapeg	5	0
yidz	5	0
cse2	5	0
polarity	5	0
alkylated	5	0
rrf2	5	0
igaa	5	0
qsec	5	0
bcsc	5	0
zitb	5	0
glcr	5	0
efeo	5	0
hisq	5	0
envc	5	0
phenylacetaldehyde	5	0
ybhq	5	0
mdtg	5	0
psta	5	0
yjjv	5	0
sialoglycoprotein	5	0
iscx	5	0
muropeptide	5	0
3153	5	0
nikr	5	0
xapr	5	0
icmf	5	0
duf940	5	0
saicar	5	0
fecd	5	0
alkylguanine	5	0
a0119	5	0
dcua	5	0
hydroxymethyl	5	0
xylanase	5	0
ditp	5	0
condesin	5	0
dnab	5	0
galactosamine	5	0
diphosphokinase	5	0
oprd	5	0
phnl	5	0
gida	5	0
phosphotransacetylase	5	0
ybdk	5	0
mitomycin	5	0
muramoylpentapeptide	5	0
rlmb	5	0
pentaheme	5	0
baes	5	0
id=100	4	11
cadc	4	8
adapter	4	6
yiam	4	6
deoxyuronate	4	5
within	4	4
zapb	4	4
stabilisation	4	4
pseudaminic	4	4
yhby	4	4
bglj	4	3
yiaa	4	3
acetylglucosaminyl	4	3
cpxp	4	3
gadx	4	3
mannosidase	4	3
uspa	4	3
leuo	4	3
glycoporin	4	3
sinh	4	2
bax1	4	2
duf957	4	2
omla	4	2
erfk	4	2
apoptosis	4	2
asparginase	4	2
hemimethylated	4	2
duf1482	4	2
clpp	4	2
bcse	4	2
sopa	4	2
yaec	4	2
fear	4	2
phna	4	2
guanyltransferase	4	2
smpa	4	2
bglh	4	2
pgaa	4	2
antirepressor	4	2
gere	4	2
dynein	4	2
pagp	4	2
slyx	4	2
glycerophosphodiester	4	1
whig	4	1
ydeo	4	1
common	4	1
dini	4	1
ftra	4	1
ydfz	4	1
escs	4	1
transthyretin	4	1
septal	4	1
deglycase	4	1
lctp	4	1
autotransported	4	1
spoa	4	1
induction	4	1
organelle	4	1
aggregation	4	1
pmpr	4	1
morphology	4	1
acra	4	1
hemoglobin	4	1
truncated	4	1
ytkd	4	1
purr	4	1
glmu	4	1
penta	4	1
is605	4	1
bglg	4	1
bindng	4	1
gidb	4	1
fraction	4	1
duf2877	4	1
connector	4	1
chondroitin	4	1
lipoyltransferase	4	1
purines	4	1
acylglycerol	4	1
auto	4	1
mannosylglycerate	4	1
gspl	4	1
diphosphorylase	4	1
ygcs	4	1
gadw	4	1
xylg	4	1
fucr	4	1
srlr	4	1
flia	4	1
pulk	4	1
focc	4	1
uspb	4	1
alkylphosphonate	4	1
ybhl	4	1
phenolic	4	1
ubib	4	0
transcript	4	0
duf457	4	0
resolvasome	4	0
pilq	4	0
hyda	4	0
yhhq	4	0
yfbu	4	0
upf0051	4	0
ykgg	4	0
isoprenoid	4	0
sigma54	4	0
contributes	4	0
glutamylcysteine	4	0
ydjz	4	0
glnb	4	0
c1402	4	0
acidophilic	4	0
feca	4	0
inactivator	4	0
yccm	4	0
trmj	4	0
dimethylallyl	4	0
lplt	4	0
alw26i	4	0
deferrochelatase	4	0
cinnamic	4	0
prgh	4	0
frataxin	4	0
baca	4	0
ftr1	4	0
phosphotransfer	4	0
duf1375	4	0
phosphoryl	4	0
